customer_id,order_id,order_date,amount,channel,city
C00394,ORD12726,2025-06-23,69.38,app,Kuala Lumpur
C00583,ORD13946,2025-11-16,287.72,store,Bangkok
C00087,ORD10579,2025-04-18,69.36,store,Bangkok
C00104,ORD10743,2025-09-10,246.62,store,Johor Bahru
C00799,ORD15448,2024-03-17,228.53,app,Jakarta
C00237,ORD11607,2025-10-31,201.7,app,Jakarta
C00463,ORD13219,2026-03-26,74.24,store,Singapore
C00359,ORD12437,2026-05-06,361.03,online,Johor Bahru
C00642,ORD14390,2026-02-10,179.1,app,Bangkok
C00255,ORD11775,2026-02-07,71.56,store,Jakarta
C00274,ORD11891,2025-11-25,182.26,app,Johor Bahru
C00699,ORD14773,2025-09-30,43.99,online,Jakarta
C00196,ORD11365,2026-03-01,63.69,online,Johor Bahru
C00070,ORD10449,2025-09-02,327.64,store,Singapore
C00142,ORD11016,2026-05-10,67.41,store,Kuala Lumpur
C00476,ORD13308,2026-01-22,35.04,app,Jakarta
C00152,ORD11072,2026-03-28,102.46,store,Singapore
C00349,ORD12387,2026-02-09,66.29,store,Jakarta
C00467,ORD13247,2025-08-02,58.37,store,Singapore
C00798,ORD15440,2020-12-20,109.43,app,Bangkok
C00494,ORD13438,2025-08-16,45.22,app,Kuala Lumpur
C00781,ORD15296,2025-11-15,309.22,app,Singapore
C00605,ORD14128,2025-05-05,74.29,app,Kuala Lumpur
C00182,ORD11251,2025-07-19,170.7,app,Johor Bahru
C00392,ORD12712,2026-05-20,233.95,app,Singapore
C00414,ORD12906,2024-07-30,187.56,app,Bangkok
C00410,ORD12870,2025-04-03,63.31,online,Bangkok
C00014,ORD10075,2026-02-27,100.96,online,Jakarta
C00016,ORD10107,2018-10-14,180.18,online,Johor Bahru
C00487,ORD13374,2025-10-27,47.7,app,Bangkok
C00601,ORD14104,2025-06-13,123.64,app,Johor Bahru
C00039,ORD10266,2025-12-01,36.29,store,Jakarta
C00490,ORD13398,2025-03-11,302.43,online,Johor Bahru
C00473,ORD13272,2025-08-28,335.2,store,Jakarta
C00497,ORD13458,2025-01-29,207.25,app,Johor Bahru
C00664,ORD14575,2026-05-02,105.89,app,Kuala Lumpur
C00581,ORD13920,2024-02-13,211.12,store,Jakarta
C00242,ORD11676,2024-09-25,252.26,store,Johor Bahru
C00529,ORD13636,2025-03-06,73.64,online,Jakarta
C00133,ORD10947,2023-02-13,257.89,app,Kuala Lumpur
C00773,ORD15259,2025-11-18,214.29,store,Kuala Lumpur
C00397,ORD12763,2025-06-24,112.93,online,Kuala Lumpur
C00659,ORD14537,2025-03-05,208.02,store,Johor Bahru
C00770,ORD15232,2025-08-28,40.0,store,Kuala Lumpur
C00048,ORD10345,2025-11-27,64.41,store,Johor Bahru
,ORD12350,2025-09-16,81.68,online,Jakarta
C00334,ORD12325,2025-01-02,93.67,app,Johor Bahru
C00698,ORD14766,2025-07-24,78.93,app,Kuala Lumpur
C00117,ORD10825,2026-02-03,134.63,store,Bangkok
C00053,ORD10365,2025-09-09,190.81,app,Kuala Lumpur
C00372,ORD12592,2025-05-26,185.62,online,Jakarta
C00484,ORD13355,2025-07-03,53.16,online,Jakarta
C00031,ORD10210,2026-03-02,100.75,app,Jakarta
C00377,ORD12659,2025-11-20,308.85,store,Jakarta
C00097,ORD10678,2025-06-28,236.28,store,Kuala Lumpur
C00329,ORD12287,2024-06-15,251.95,store,Kuala Lumpur
C00622,ORD14253,2025-11-05,148.53,store,Jakarta
C00104,ORD10740,2018-10-31,214.49,store,Jakarta
C00264,ORD11813,2025-10-01,352.12,online,Jakarta
C00773,ORD15256,2026-03-07,240.21,store,Johor Bahru
C00713,ORD14844,2024-09-27,279.48,store,Johor Bahru
C00500,ORD13467,2026-04-14,29.67,app,Singapore
C00311,ORD12188,2025-12-29,80.35,store,Bangkok
C00115,ORD10801,2025-05-18,81.33,app,Johor Bahru
C00606,ORD14134,2025-07-08,19.07,online,Jakarta
C00713,ORD14841,2025-09-14,268.42,store,Kuala Lumpur
C00728,ORD14944,2025-08-14,355.69,store,Kuala Lumpur
C00443,ORD13119,2025-08-22,80.17,app,Johor Bahru
C00255,ORD11773,2026-01-30,72.4,app,Kuala Lumpur
C00031,ORD10224,2020-12-14,247.5,store,Jakarta
C00264,ORD11810,2025-10-31,136.17,app,Bangkok
C00780,ORD15294,2026-04-19,$325.95,store,Jakarta
C00773,ORD15257,2026-01-27,126.33,store,Singapore
C00427,ORD13017,2025-07-09,316.11,store,Singapore
C00074,ORD10487,2025-12-25,65.76,store,Kuala Lumpur
C00688,ORD14717,2025-12-08,96.32,app,Jakarta
C00129,ORD10904,2025-08-19,46.36,store,Jakarta
C00667,ORD14596,2026-04-04,410.28,online,Jakarta
C00518,ORD13542,2026-03-24,77.21,app,Kuala Lumpur
C00500,ORD13466,2026-04-22,84.54,app,Jakarta
C00334,ORD12333,2025-04-16,271.46,store,Johor Bahru
C00396,ORD12754,2025-05-18,180.25,app,Bangkok
C00042,ORD10287,2026-04-20,5.0,app,Singapore
C00632,ORD14325,2025-06-05,35.96,store,Singapore
C00262,ORD11801,2025-06-13,52.4,online,Kuala Lumpur
C00465,ORD13234,2025-07-29,221.88,store,Johor Bahru
C00141,ORD10989,2025-04-03,182.38,app,Jakarta
C00391,ORD12707,2025-06-23,44.72,online,Jakarta
C00686,ORD14711,2025-08-25,63.43,store,Jakarta
C00191,ORD11338,2025-06-30,244.36,app,Bangkok
C00633,ORD14343,2026-03-07,51.97,store,Johor Bahru
C00604,ORD14121,2026-01-15,72.76,app,Singapore
C00027,ORD10179,2025-11-22,296.39,online,Jakarta
C00735,ORD14983,2025-07-12,168.12,store,Singapore
C00527,ORD13611,2026-05-28,37.74,app,Singapore
C00103,ORD10726,2025-08-16,51.53,app,Bangkok
C00138,ORD10963,2026-02-10,14.76,store,Bangkok
C00797,ORD15424,2025-12-15,12.14,store,Kuala Lumpur
C00624,ORD14282,2025-09-05,145.42,online,Singapore
C00713,ORD14852,2024-04-23,207.48,online,Jakarta
C00450,ORD13164,2026-02-25,348.3,online,Bangkok
C00645,ORD14419,2025-12-06,102.57,store,Singapore
C00156,ORD11106,2020-06-28,208.14,online,Bangkok
C00192,ORD11341,2026-01-27,52.15,store,Jakarta
C00792,ORD15397,2026-03-12,218.01,app,Singapore
C00480,ORD13347,2026-04-05,363.2,store,Johor Bahru
C00025,ORD10159,,161.09,store,Singapore
C00660,ORD14562,2022-07-20,302.32,store,Singapore
C00305,ORD12141,2026-01-24,195.53,app,Johor Bahru
C00497,ORD13453,2026-03-19,416.98,online,Kuala Lumpur
C00142,ORD11002,2026-02-19,162.55,app,Jakarta
C00305,ORD12147,2024-05-25,191.14,online,Singapore
C00683,ORD14698,2025-01-17,16.31,store,Kuala Lumpur
C00473,ORD13288,2026-01-27,108.4,online,Bangkok
C00675,ORD14652,2025-08-19,89.15,app,Bangkok
C00305,ORD12148,2024-10-24,290.5,app,Johor Bahru
C00649,ORD14457,03 Mar 2026,59.31,app,Bangkok
C00564,ORD13853,2025-09-27,65.54,store,Singapore
C00216,ORD11470,2025-03-22,195.77,app,Singapore
C00042,ORD10284,2026-03-28,164.91,online,Bangkok
C00138,ORD10965,2026-01-03,85.2,app,Singapore
C00700,ORD14777,2025-09-13,139.64,online,Bangkok
C00252,ORD11763,2023-04-22,186.24,store,Singapore
C00425,ORD12996,2025-12-08,78.78,app,Johor Bahru
C00773,ORD15268,2023-08-22,201.82,store,Singapore
C00008,ORD10037,2024-09-25,116.97,store,Kuala Lumpur
C00546,ORD13706,2026-05-11,154.27,online,Bangkok
C00343,ORD12366,2025-11-07,74.19,store,Singapore
C00021,ORD10144,2026-04-28,29.28,store,Bangkok
C00274,ORD11895,2025-06-21,287.61,store,Kuala Lumpur
C00657,ORD14504,2025-07-12,62.56,store,Bangkok
C00252,ORD11766,2025-09-12,130.79,online,Bangkok
C00018,ORD10120,2025-08-17,220.64,store,Kuala Lumpur
C00735,ORD14991,2023-12-12,321.8,online,Kuala Lumpur
C00540,ORD13686,2025-12-29,50.69,store,Bangkok
C00619,ORD14224,2024-12-08,239.09,store,Jakarta
C00422,ORD12979,2020-08-09,119.56,online,Kuala Lumpur
C00091,ORD10619,2021-07-03,197.53,app,Singapore
C00349,ORD12386,2026-03-18,33.35,store,Kuala Lumpur
C00427,ORD13015,2026-03-18,188.75,app,Johor Bahru
C00682,ORD14691,2025-12-16,79.61,app,Jakarta
C00245,ORD11702,2026-04-13,90.88,app,Bangkok
,ORD12833,2026-05-31,288.79,app,Bangkok
C00769,ORD15227,2025-10-01,67.5,app,Singapore
C00365,ORD12482,2025-11-17,63.31,online,Johor Bahru
C00740,ORD15064,2025-10-02,266.82,online,Bangkok
C00473,ORD13278,2024-09-08,109.26,app,Jakarta
C00298,ORD12088,2024-03-16,180.07,online,Bangkok
C00412,ORD12890,2024-01-30,155.7,online,Johor Bahru
C00640,ORD14372,2026-05-12,673.58,app,Jakarta
C00446,ORD13136,2025-12-22,183.53,store,Johor Bahru
C00188,ORD11314,2024-11-03,206.49,store,Singapore
C00045,ORD10318,2026-01-25,23.73,store,Bangkok
C00075,ORD10494,2025-06-23,39.99,app,Singapore
C00740,ORD15078,2024-01-11,247.85,online,Kuala Lumpur
C00425,ORD12995,2024-08-24,147.04,store,Jakarta
C00135,ORD10954,2025-11-22,58.48,app,Jakarta
C00281,ORD11957,2025-12-19,296.08,app,Johor Bahru
C00421,ORD12967,2026-02-14,105.78,app,Jakarta
C00737,ORD15020,2026-01-04,230.16,store,Singapore
C00446,ORD13144,2024-08-05,109.99,online,Bangkok
C00554,ORD13759,2025-08-02,93.9,app,Johor Bahru
C00469,ORD13252,2025-04-29,66.24,store,Kuala Lumpur
C00416,ORD12936,2025-06-22,61.95,online,Bangkok
C00035,ORD10249,2025-06-17,33.57,store,Johor Bahru
C00660,ORD14554,2025-03-25,166.05,app,Bangkok
C00100,ORD10701,2025-07-14,120.74,online,Kuala Lumpur
C00091,ORD10611,2025-07-08,31.93,app,Kuala Lumpur
C00624,ORD14287,2025-11-09,275.07,store,Kuala Lumpur
C00526,ORD13593,2025-10-18,265.53,store,Johor Bahru
C00589,ORD14001,2025-11-16,115.41,app,Johor Bahru
C00202,ORD11389,2025-09-14,32.51,app,Jakarta
C00182,ORD11244,2025-07-23,358.67,store,Kuala Lumpur
C00112,ORD10791,2020-11-07,167.66,online,Singapore
C00733,ORD14968,2025-09-02,86.39,store,Kuala Lumpur
C00550,ORD13731,2026-01-16,232.65,app,Johor Bahru
C00057,ORD10380,2026-01-04,$56.87,store,Kuala Lumpur
C00343,ORD12370,2025-11-23,54.29,store,Bangkok
C00618,ORD14209,2026-04-06,342.35,online,Johor Bahru
C00316,ORD12199,2025-05-29,62.33,store,Johor Bahru
C00648,ORD14450,2026-04-25,155.5,store,Jakarta
C00351,ORD12397,2025-12-28,331.98,app,Jakarta
C00778,ORD15282,2025-12-16,41.97,store,Johor Bahru
C00781,ORD15301,2025-11-20,191.54,online,Singapore
C00206,ORD11435,12 Sep 2022,215.32,app,Jakarta
C00400,ORD12797,2025-10-11,192.6,app,Jakarta
C00124,ORD10862,2025-05-31,46.24,store,Singapore
C00373,ORD12605,2024-11-19,101.21,store,Bangkok
C00144,ORD11034,2024-03-18,262.37,store,Jakarta
C00560,ORD13799,2026-02-06,70.32,store,Johor Bahru
C00721,ORD14890,2025-06-22,113.06,app,Jakarta
C00160,ORD11117,2025-07-01,61.89,store,Johor Bahru
C00734,ORD14977,2025-05-25,46.28,app,Jakarta
C00053,ORD10371,2025-02-24,105.8,store,Jakarta
C00101,ORD10716,2025-12-24,282.31,store,Bangkok
C00078,ORD10516,2019-01-01,167.48,online,Kuala Lumpur
C00760,ORD15164,2025-01-24,46.0,app,Bangkok
C00363,ORD12461,2025-03-14,24.71,online,Bangkok
C00486,ORD13372,2025-12-05,183.51,app,Singapore
C00544,ORD13697,2025-12-23,63.27,app,Singapore
C00784,ORD15317,2024-11-19,45.03,online,Johor Bahru
C00027,ORD10191,2017-04-19,146.86,store,Kuala Lumpur
C00028,ORD10195,2025-08-06,$175.81,store,Singapore
C00144,ORD11031,2023-02-20,54.46,online,Johor Bahru
C00773,ORD15261,2026-03-22,220.84,app,Singapore
C00097,ORD10681,2025-03-30,316.76,store,Kuala Lumpur
C00296,ORD12055,2026-03-28,251.8,app,Jakarta
C00206,ORD11427,2025-11-14,33.13,app,Johor Bahru
C00274,ORD11890,2025-11-15,264.31,online,Johor Bahru
C00238,ORD11619,2026-01-28,259.43,online,Jakarta
C00033,ORD10227,2025-09-22,90.51,app,Kuala Lumpur
C00800,ORD15468,2025-06-14,116.84,store,Singapore
C00351,ORD12396,2025-12-31,145.56,online,Jakarta
C00112,ORD10776,2026-02-28,334.3,app,Jakarta
C00248,ORD11713,2025-09-23,107.76,store,Singapore
C00698,ORD14767,2025-03-17,86.29,app,Johor Bahru
C00341,ORD12359,2025-06-06,39.57,store,Kuala Lumpur
C00170,ORD11186,2025-03-26,191.4,online,Jakarta
C00133,ORD10945,2025-05-25,-282.29,app,Kuala Lumpur
C00266,ORD11853,2024-11-20,393.44,app,Bangkok
C00766,ORD15204,2026-04-14,231.94,app,Singapore
C00026,ORD10170,2025-05-13,49.45,store,Johor Bahru
C00208,ORD11447,2024-10-08,66.44,online,Jakarta
C00546,ORD13707,2026-04-11,157.86,store,Singapore
C00405,ORD12835,2025-04-03,41.46,store,Kuala Lumpur
C00281,ORD11958,2025-06-05,222.64,online,Singapore
C00602,ORD14116,2025-02-23,164.44,online,Bangkok
C00186,ORD11287,2026-02-08,313.12,store,Bangkok
C00618,ORD14208,2023-12-29,174.47,store,Johor Bahru
C00118,ORD10846,2025-06-07,66.28,online,Bangkok
C00150,ORD11067,2025-11-02,49.25,store,Kuala Lumpur
C00786,ORD15342,2026-01-19,111.3,store,Singapore
C00628,ORD14309,2025-07-16,308.97,online,Bangkok
C00226,ORD11552,2025-02-08,187.99,store,Jakarta
,ORD14608,2026-03-02,43.33,app,Singapore
C00443,ORD13118,2025-10-21,40.73,online,Jakarta
C00490,ORD13400,2023-07-26,161.89,app,Bangkok
C00522,ORD13561,2026-01-08,69.5,online,Kuala Lumpur
C00095,ORD10641,2025-05-21,22.08,app,Jakarta
C00100,ORD10700,2021-08-23,145.53,app,Bangkok
C00367,ORD12527,2023-10-07,287.24,app,Kuala Lumpur
C00613,ORD14159,2026-02-28,178.94,store,Jakarta
C00561,ORD13805,2026-04-16,$59.65,app,Singapore
C00167,ORD11144,28 Mar 2026,313.15,store,Bangkok
C00174,ORD11216,2024-11-25,73.73,online,Bangkok
C00764,ORD15187,2025-06-14,91.79,online,Singapore
C00167,ORD11136,2026-03-27,177.04,online,Johor Bahru
C00470,ORD13254,2025-09-18,40.3,store,Singapore
C00053,ORD10370,2025-02-08,5.0,online,Bangkok
C00395,ORD12736,2026-02-10,253.25,online,Kuala Lumpur
C00421,ORD12970,2026-01-15,92.92,store,Johor Bahru
C00377,ORD12650,2025-12-19,170.38,online,Kuala Lumpur
C00032,ORD10226,2025-08-09,21.62,app,Singapore
C00183,ORD11271,2023-08-01,316.78,store,Singapore
C00161,ORD11121,2026-01-21,112.5,store,Bangkok
C00090,ORD10599,2026-04-06,80.33,store,Bangkok
C00463,ORD13214,2025-03-08,215.1,app,Singapore
C00679,ORD14676,2024-12-05,295.15,online,Bangkok
C00173,ORD11211,2026-04-17,42.8,app,Kuala Lumpur
C00653,ORD14473,2026-01-09,78.13,online,Kuala Lumpur
C00369,ORD12543,2025-08-06,281.53,store,Singapore
C00125,ORD10875,2024-05-11,111.17,store,Johor Bahru
C00368,ORD12531,2026-05-09,231.18,app,Johor Bahru
C00145,ORD11043,2025-11-09,105.39,app,Bangkok
C00418,ORD12958,2023-02-20,55.62,app,Johor Bahru
C00331,ORD12301,2025-12-27,100.42,store,Jakarta
C00792,ORD15406,2025-12-29,119.4,app,Johor Bahru
C00242,ORD11674,2025-02-20,175.87,store,Singapore
C00365,ORD12486,2025-08-31,250.4,online,Singapore
C00563,ORD13827,2026-04-04,221.05,online,Bangkok
C00769,ORD15228,2025-09-23,75.48,app,Bangkok
C00564,ORD13850,2025-09-30,97.09,online,Kuala Lumpur
C00307,ORD12175,2023-03-09,212.77,store,Jakarta
C00643,ORD14403,2025-12-29,132.03,app,Kuala Lumpur
C00573,ORD13886,2025-08-12,15.19,online,Johor Bahru
C00398,ORD12772,2025-12-09,206.65,store,Singapore
C00741,ORD15080,2026-04-26,377.56,store,Singapore
C00428,ORD13025,2025-08-23,64.99,online,Jakarta
C00149,ORD11060,2026-03-04,39.24,app,Johor Bahru
C00279,ORD11933,2023-10-26,177.06,store,Jakarta
C00233,ORD11595,2025-12-26,266.33,online,Johor Bahru
C00624,ORD14285,2025-07-13,80.01,online,Jakarta
C00672,ORD14614,2026-05-02,271.66,online,Johor Bahru
C00502,ORD13475,2025-10-29,47.91,store,Singapore
C00045,ORD10322,2025-01-09,228.41,online,Jakarta
C00160,ORD11116,2025-06-26,75.2,store,Johor Bahru
C00144,ORD11023,2025-08-30,43.25,online,Kuala Lumpur
C00331,ORD12298,2026-04-11,52.31,store,Kuala Lumpur
C00297,ORD12075,2025-03-09,219.76,store,Bangkok
 c00095 ,ORD10635,2026-01-25,107.53,online,Singapore
C00784,ORD15313,2025-07-01,68.93,store,Singapore
C00583,ORD13937,2026-05-18,198.61,store,Bangkok
C00168,ORD11156,2026-02-21,98.45,app,Johor Bahru
C00646,ORD14429,2025-08-27,60.56,store,Kuala Lumpur
C00095,ORD10632,2026-04-28,270.16,app,Kuala Lumpur
C00666,ORD14594,2025-06-06,61.25,store,Singapore
C00254,ORD11769,2026-04-29,423.28,online,Singapore
C00033,ORD10238,2025-01-12,315.55,online,Johor Bahru
C00559,ORD13794,2025-12-28,27.94,store,Kuala Lumpur
C00645,ORD14428,2025-01-07,182.91,online,Jakarta
C00699,ORD14774,2025-09-19,81.43,app,Jakarta
C00303,ORD12114,2024-01-25,217.63,online,Kuala Lumpur
C00657,ORD14511,2025-05-05,252.83,app,Singapore
C00252,ORD11761,2024-08-26,220.17,app,Kuala Lumpur
C00679,ORD14675,2025-10-25,412.3,online,Kuala Lumpur
C00478,ORD13321,2025-12-02,339.46,app,Johor Bahru
C00672,ORD14621,2025-11-06,382.1,online,Singapore
C00118,ORD10847,2024-12-12,88.77,store,Jakarta
C00581,ORD13916,2025-08-08,160.08,app,Johor Bahru
C00096,ORD10657,2025-10-11,151.73,online,Jakarta
C00400,ORD12800,12 Apr 2025,245.06,app,Kuala Lumpur
C00335,ORD12338,2026-01-21,298.02,app,Johor Bahru
C00322,ORD12234,2025-06-22,69.05,app,Singapore
C00066,ORD10431,2025-06-12,163.7,store,Johor Bahru
C00409,ORD12855,2025-11-05,222.86,store,Jakarta
C00679,ORD14683,2025-08-14,235.46,store,Jakarta
C00707,ORD14819,2026-03-03,289.87,store,Johor Bahru
C00334,ORD12334,2023-04-18,179.56,app,Bangkok
C00012,ORD10069,2026-05-02,41.39,app,Kuala Lumpur
C00415,ORD12915,2025-10-21,154.05,app,Johor Bahru
C00020,ORD10140,2025-06-19,21.31,online,Kuala Lumpur
C00520,ORD13553,2025-08-21,18.41,store,Jakarta
C00798,ORD15432,2025-05-12,95.45,online,Bangkok
C00238,ORD11625,2025-06-20,106.22,app,Bangkok
C00025,ORD10151,2026-02-05,204.68,online,Kuala Lumpur
C00524,ORD13575,2025-10-15,129.68,app,Bangkok
C00125,ORD10872,2025-03-03,$206.99,app,Johor Bahru
C00617,ORD14197,2025-08-22,83.46,online,Singapore
C00581,ORD13923,2025-01-29,316.72,store,Kuala Lumpur
C00462,ORD13204,2025-09-04,7.59,store,Jakarta
C00033,ORD10243,2025-06-18,198.82,store,Singapore
C00126,ORD10885,2025-11-11,58.02,app,Singapore
C00140,ORD10977,2025-06-13,317.92,app,Johor Bahru
C00227,ORD11559,2026-05-25,183.98,online,Singapore
C00294,ORD12025,2023-02-11,307.31,online,Kuala Lumpur
C00800,ORD15473,2024-04-25,106.55,online,Jakarta
C00172,ORD11205,2025-08-19,170.39,app,Kuala Lumpur
C00238,ORD11621,2026-01-24,322.71,app,Kuala Lumpur
C00242,ORD11668,2025-08-23,366.46,store,Johor Bahru
C00528,ORD13628,2024-06-21,235.45,store,Bangkok
C00088,ORD10585,2025-11-10,67.77,store,Jakarta
C00311,ORD12185,2026-03-02,38.78,store,Bangkok
C00624,ORD14279,2025-11-22,154.17,store,Singapore
C00690,ORD14726,2026-01-20,94.32,online,Singapore
C00054,ORD10373,2025-11-27,56.4,app,Bangkok
C00199,ORD11377,2025-09-08,385.29,online,Kuala Lumpur
C00425,ORD12993,2024-03-21,255.9,store,Singapore
C00028,ORD10200,2023-11-09,132.47,store,Kuala Lumpur
C00522,ORD13562,2025-11-10,63.39,store,Bangkok
C00020,ORD10142,2025-04-19,99.63,store,Johor Bahru
C00463,ORD13221,2026-05-07,305.06,online,Singapore
C00223,ORD11526,2025-11-08,289.03,online,Bangkok
C00614,ORD14172,,81.45,online,Jakarta
C00345,ORD12373,2025-11-27,244.95,online,Johor Bahru
C00350,ORD12388,2026-05-31,264.61,online,Bangkok
C00423,ORD12981,2026-05-01,477.66,store,Jakarta
C00307,ORD12167,2024-10-14,188.55,app,Kuala Lumpur
C00337,ORD12345,2025-11-04,56.17,online,Kuala Lumpur
C00285,ORD11986,2024-04-22,5.0,app,Johor Bahru
C00642,ORD14385,2025-03-30,262.11,store,Bangkok
C00250,ORD11733,2025-08-18,319.69,store,Kuala Lumpur
C00025,ORD10153,2025-11-13,183.8,app,Bangkok
C00169,ORD11164,2024-12-07,209.52,store,Singapore
C00649,ORD14455,2026-03-12,71.02,store,Bangkok
C00526,ORD13595,2025-07-22,304.18,online,Kuala Lumpur
C00685,ORD14707,2026-02-27,30.51,online,Kuala Lumpur
C00117,ORD10824,2026-02-17,111.5,online,Jakarta
C00351,ORD12393,2026-02-14,154.68,store,Bangkok
C00042,ORD10295,2023-05-17,170.32,store,Johor Bahru
C00770,ORD15231,2025-08-28,5.0,online,Singapore
C00109,ORD10762,2025-05-05,164.4,online,Singapore
C00464,ORD13229,2025-09-08,46.2,online,Kuala Lumpur
C00493,ORD13427,2026-03-22,131.66,store,Johor Bahru
C00077,ORD10500,2026-01-21,27.59,app,Singapore
C00672,ORD14623,2026-03-28,51.63,store,Johor Bahru
C00091,ORD10606,2025-08-13,117.2,app,Johor Bahru
C00763,ORD15175,2023-10-10,140.77,store,Kuala Lumpur
C00737,ORD15014,2026-04-16,197.84,online,Johor Bahru
C00049,ORD10352,2024-12-24,5.0,store,Singapore
C00529,ORD13638,2024-10-07,403.23,app,Jakarta
C00044,ORD10306,27 Oct 2025,118.41,online,Kuala Lumpur
C00535,ORD13662,2024-01-22,209.73,app,Bangkok
C00004,ORD10026,2025-06-17,22.0,store,Singapore
C00087,ORD10581,2022-06-07,242.63,online,Singapore
C00167,ORD11137,2025-09-05,205.96,online,Kuala Lumpur
C00070,ORD10448,2026-05-07,224.14,store,Johor Bahru
 c00347 ,ORD12377,2025-09-01,82.55,store,Bangkok
C00322,ORD12236,2025-06-14,56.96,app,Singapore
C00189,ORD11321,2026-01-19,96.33,online,Kuala Lumpur
C00197,ORD11367,2025-06-24,79.45,app,Jakarta
,ORD14672,2025-11-09,114.79,store,Bangkok
C00583,ORD13944,2024-05-01,268.96,app,Jakarta
C00371,ORD12579,2025-10-12,99.71,online,Bangkok
C00351,ORD12405,2024-04-10,168.29,store,Bangkok
C00278,ORD11921,2025-05-25,47.59,online,Singapore
C00586,ORD13979,2025-08-07,237.92,app,Kuala Lumpur
C00735,ORD14989,2025-08-05,210.93,app,Bangkok
C00116,ORD10823,2022-12-12,84.01,app,Jakarta
C00173,ORD11213,2025-06-05,73.17,online,Kuala Lumpur
C00216,ORD11469,2025-04-10,207.86,store,Bangkok
C00669,ORD14605,2024-09-23,122.5,store,Jakarta
C00539,ORD13682,2025-02-25,97.08,app,Johor Bahru
C00141,ORD10990,2025-06-19,34.57,online,Johor Bahru
C00249,ORD11724,2025-06-19,144.63,app,Bangkok
C00676,ORD14658,2025-07-22,102.09,online,Bangkok
C00297,ORD12067,2026-04-25,-238.9,app,Jakarta
C00116,ORD10820,2025-07-24,315.72,online,Jakarta
C00555,ORD13763,2025-12-11,162.4,app,Jakarta
C00428,ORD13024,2025-06-12,29.91,store,Kuala Lumpur
C00591,ORD14013,2026-02-05,394.12,online,Kuala Lumpur
C00434,ORD13075,2025-12-22,452.95,online,Bangkok
C00239,ORD11632,2026-04-22,107.42,online,Bangkok
C00425,ORD13004,2026-04-01,156.81,app,Singapore
C00326,ORD12259,2025-07-15,124.76,store,Bangkok
C00616,ORD14181,2025-07-03,239.35,app,Singapore
C00509,ORD13515,2026-04-24,463.48,store,Bangkok
C00112,ORD10787,2023-09-08,348.09,store,Singapore
C00738,ORD15048,2024-11-22,115.66,online,Johor Bahru
C00363,ORD12465,2025-06-10,174.24,app,Johor Bahru
C00451,ORD13166,2026-03-20,60.21,app,Bangkok
C00326,ORD12267,2024-07-16,$220.02,app,Singapore
C00714,ORD14859,2023-04-26,86.14,store,Singapore
C00297,ORD12069,2026-01-09,343.14,online,Jakarta
C00195,ORD11349,2026-05-13,221.39,online,Kuala Lumpur
C00340,ORD12358,2025-06-16,45.36,app,Kuala Lumpur
C00621,ORD14245,2025-09-07,100.51,store,Singapore
C00366,ORD12516,2025-03-10,152.75,online,Bangkok
C00580,ORD13912,2025-10-04,58.53,online,Singapore
C00003,ORD10010,2026-01-23,154.67,store,Singapore
C00205,ORD11415,2025-05-06,173.14,online,Bangkok
C00280,ORD11951,2024-03-22,72.07,online,Kuala Lumpur
C00188,ORD11303,2026-01-22,162.85,app,Johor Bahru
C00360,ORD12439,2026-04-25,63332.12,online,Kuala Lumpur
C00615,ORD14173,2026-04-17,76.92,store,Johor Bahru
C00479,ORD13331,2025-08-11,256.25,app,Kuala Lumpur
C00773,ORD15263,2025-10-05,80.47,online,Johor Bahru
C00307,ORD12168,2025-09-05,262.96,online,Johor Bahru
C00329,ORD12286,2024-10-31,102.5,online,Jakarta
C00619,ORD14211,2025-09-10,354.31,app,Bangkok
C00045,ORD10324,2025-10-03,270.07,app,Jakarta
C00538,ORD13678,2026-05-19,356.28,online,Jakarta
C00716,ORD14864,2026-01-28,9.61,online,Singapore
C00441,ORD13109,2022-09-22,231.86,online,Bangkok
C00367,ORD12517,2025-09-16,308.69,online,Bangkok
C00664,ORD14582,2024-11-23,207.26,store,Johor Bahru
C00621,ORD14252,2024-05-25,253.56,app,Johor Bahru
C00546,ORD13713,2025-01-16,80.99,store,Jakarta
C00618,ORD14206,2026-04-18,186.36,store,Jakarta
C00368,ORD12534,2026-03-18,49.87,online,Kuala Lumpur
C00131,ORD10925,2026-04-28,149.13,store,Kuala Lumpur
C00593,ORD14035,2025-10-23,67.64,online,Jakarta
C00798,ORD15439,2020-09-28,269.2,online,Kuala Lumpur
C00683,ORD14695,2026-01-21,70.75,online,Johor Bahru
C00147,ORD11053,2025-06-01,23.05,online,Bangkok
C00353,ORD12417,2025-05-07,268.86,app,Singapore
C00016,ORD10099,2025-12-12,297.32,online,Singapore
C00167,ORD11133,2026-05-11,144.46,online,Kuala Lumpur
C00692,ORD14733,2025-11-14,$191.99,app,Jakarta
C00766,ORD15214,2024-11-12,205.06,online,Johor Bahru
C00213,ORD11460,2025-05-08,30.79,app,Jakarta
C00396,ORD12751,2025-07-12,194.0,online,Bangkok
C00308,ORD12179,2025-12-11,46.7,app,Bangkok
C00635,ORD14353,2025-04-28,42.16,online,Jakarta
C00764,ORD15193,2024-05-04,257.18,online,Bangkok
C00398,ORD12765,2026-04-21,310.09,online,Johor Bahru
C00513,ORD13531,2025-05-27,109.77,online,Johor Bahru
